filename,refcount
201801393.json,13
201801394.json,29
201801395.json,53
201801396.json,22
201801397.json,2
201801398.json,2
201801399.json,2
201801400.json,3
201801401.json,3
201801402.json,443
201801403.json,2
201801404.json,37
201801405.json,21
201801406.json,5
201801407.json,0
201801408.json,15
201801409.json,15
201801410.json,18
201801411.json,20
201801412.json,12
201801413.json,38
201801414.json,15
201801415.json,0
201801416.json,9
201801417.json,0
201801418.json,4
201801419.json,3
201801420.json,21
201801421.json,0
201801422.json,3
201801423.json,7
201801424.json,12
201801425.json,6
201801426.json,2
201801427.json,3
201801428.json,28
201801429.json,3
201801430.json,2
201801431.json,2
201801432.json,3
201801433.json,88
201801434.json,157
201801435.json,7
201801436.json,17
201801437.json,51
201801438.json,0
201801439.json,3
201801440.json,36
201801441.json,58
201801442.json,3
201801443.json,70
201801444.json,35
201801445.json,26
201801446.json,13
201801447.json,38
201801448.json,2
201801449.json,9
201801450.json,17
201801451.json,4
201801452.json,29
201801453.json,8
201801454.json,7
201801455.json,38
201801456.json,35
201801457.json,4
201801458.json,4
201801459.json,15
201801460.json,7
201801461.json,5
201801462.json,35
201801463.json,57
201801464.json,19
201801465.json,54
201801466.json,16
201801467.json,37
201801468.json,11
201801469.json,9
201801470.json,45
201801471.json,12
201801472.json,28
201801473.json,16
201801474.json,7
201801475.json,61
201801476.json,12
201801477.json,76
201801478.json,45
201801479.json,40
201801480.json,11
201801481.json,44
201801482.json,3
201801483.json,34
201801484.json,5
201801485.json,5
201801486.json,26
201801487.json,22
201801488.json,21
201801489.json,11
201801490.json,68
201801491.json,40
201801492.json,10
201801493.json,13
201801494.json,20
201801495.json,32
201801496.json,14
201801497.json,45
201801498.json,10
201801499.json,2
201801500.json,160
201801501.json,12
201801502.json,14
201801503.json,34
201801504.json,32
201801505.json,24
201801506.json,64
201801507.json,18
201801508.json,346
201801509.json,19
201801510.json,15
201801511.json,16
201801512.json,5
201801513.json,14
201801514.json,14
201801515.json,3
201801516.json,1
201801517.json,1
201801518.json,5
201801519.json,4
201801520.json,15
201801521.json,13
201801522.json,26
201801523.json,2
201801524.json,83
201801525.json,21
201801526.json,12
201801527.json,7
201801528.json,10
201801529.json,44
201801530.json,14
201801531.json,8
201801532.json,100
201801533.json,5
201801534.json,3
201801535.json,3
201801536.json,0
201801537.json,7
201801538.json,37
201801539.json,2
201801540.json,17
201801541.json,32
201801542.json,19
201801543.json,23
201801544.json,2
201801545.json,79
201801546.json,191
201801547.json,153
201801548.json,9
201801549.json,4
201801550.json,16
201801551.json,3
201801552.json,0
201801553.json,45
201801554.json,197
201801555.json,74
201801556.json,3
201801557.json,20
201801558.json,21
201801559.json,22
201801560.json,48
201801561.json,19
201801562.json,4
201801563.json,28
201801564.json,17
201801565.json,110
201801566.json,1
201801567.json,2
201801568.json,40
201801569.json,43
201801570.json,73
201801571.json,16
201801572.json,9
201801573.json,10
201801574.json,8
201801575.json,1
201801576.json,9
201801577.json,59
201801578.json,117
201801579.json,1
201801580.json,773
201801581.json,4
201801582.json,0
201801583.json,23
201801584.json,4
201801585.json,1
201801586.json,0
201801587.json,0
201801588.json,0
201801589.json,0
201801590.json,0
201801591.json,13
201801592.json,2
201801593.json,2
201801594.json,0
201801595.json,6
201801596.json,25
201801597.json,26
201801598.json,8
201801599.json,4
201801600.json,0
201801601.json,0
201801602.json,49
201801603.json,2
201801604.json,4
201801605.json,57
201801606.json,16
201801607.json,21
201801608.json,8
201801609.json,60
201801610.json,38
201801611.json,29
201801612.json,18
201801613.json,35
201801614.json,8
201801615.json,16
201801616.json,5
201801617.json,20
201801618.json,131
201801619.json,8
201801620.json,15
201801621.json,2
201801622.json,42
201801623.json,14
201801624.json,18
201801625.json,5
201801626.json,12
201801627.json,2
201801628.json,0
201801629.json,1
201801630.json,12
201801631.json,21
201801632.json,63
201801633.json,43
201801634.json,29
201801635.json,31
201801636.json,0
201801637.json,53
201801638.json,3
201801639.json,14
201801640.json,24
201801641.json,16
201801642.json,7
201801643.json,8
201801644.json,12
201801645.json,18
201801646.json,22
201801647.json,15
201801648.json,2
201801649.json,8
201801650.json,5
201801651.json,3
201801652.json,5
201801653.json,5
201801654.json,12
201801655.json,8
201801656.json,26
201801657.json,23
201801658.json,11
201801659.json,20
201801660.json,13
201801661.json,61
201801662.json,16
201801663.json,11
201801664.json,2
201801665.json,127
201801666.json,32
201801667.json,48
201801668.json,50
201801669.json,8
201801670.json,23
201801671.json,114
201801672.json,14
201801673.json,68
201801674.json,23
201801675.json,3
201801676.json,2
201801677.json,16
201801678.json,61
201801679.json,4
201801680.json,55
201801681.json,12
201801682.json,54
201801683.json,2
201801684.json,83
201801685.json,29
201801686.json,23
201801687.json,11
201801688.json,19
201801689.json,8
201801690.json,98
201801691.json,4
201801692.json,6
201801693.json,0
201801694.json,20
201801695.json,51
201801696.json,90
201801697.json,2
201801698.json,11
201801699.json,2
201801700.json,2
201801701.json,0
201801702.json,9
201801703.json,36
201801704.json,79
201801705.json,15
201801706.json,12
201801707.json,12
201801708.json,2
201801709.json,2
201801710.json,18
201801711.json,6
201801712.json,7
201801713.json,17
201801714.json,1
201801715.json,242
201801716.json,7
201801717.json,27
201801718.json,0
201801719.json,5
201801720.json,2
201801721.json,36
201801722.json,18
201801723.json,28
201801724.json,5
201801725.json,6
201801726.json,11
201801727.json,0
201801728.json,43
201801729.json,24
201801730.json,32
201801731.json,58
201801732.json,16
201801733.json,41
201801734.json,115
201801735.json,23
201801736.json,1
201801737.json,3
201801738.json,0
201801739.json,29
201801740.json,41
201801741.json,107
201801742.json,15
201801743.json,64
201801744.json,32
201801745.json,6
201801746.json,1
201801747.json,0
201801748.json,256
201801749.json,33
201801750.json,34
201801751.json,11
201801752.json,5
201801753.json,19
201801754.json,20
201801755.json,20
201801756.json,0
201801757.json,7
201801758.json,6
201801759.json,0
201801760.json,0
201801761.json,2
201801762.json,0
201801763.json,1
201801764.json,10
201801765.json,4
201801766.json,40
201801767.json,16
201801768.json,0
201801769.json,42
201801770.json,0
201801771.json,21
201801772.json,130
201801773.json,15
201801774.json,1
201801775.json,5
201801776.json,5
201801777.json,2
201801778.json,36
201801779.json,3
201801780.json,0
201801781.json,1
201801782.json,2
201801783.json,0
201801784.json,23
201801785.json,15
201801786.json,2
201801787.json,19
201801788.json,9
201801789.json,9
201801790.json,16
201801791.json,118
201801792.json,7
201801793.json,1
201801794.json,0
201801795.json,2
201801796.json,0
201801797.json,1
201801798.json,28
201801799.json,4
201801800.json,0
201801801.json,1
201801802.json,0
201801803.json,5
201801804.json,0
201801805.json,1
201801806.json,25
201801807.json,9
201801808.json,15
201801809.json,9
201801810.json,35
201801811.json,20
201801812.json,2
201801813.json,10
201801814.json,12
201801815.json,57
201801816.json,10
201801817.json,25
201801818.json,123
201801819.json,17
201801820.json,42
201801821.json,9
201801822.json,25
201801823.json,31
201801824.json,4
201801825.json,5
201801826.json,8
201801827.json,26
201801828.json,6
201801829.json,42
201801830.json,6
201801831.json,5
201801832.json,9
201801833.json,10
201801834.json,7
201801835.json,26
201801836.json,12
201801837.json,25
201801838.json,146
201801839.json,21
201801840.json,19
201801841.json,8
201801842.json,16
201801843.json,23
201801844.json,9
201801845.json,35
201801846.json,131
201801847.json,21
201801848.json,3
201801849.json,8
201801850.json,57
201801851.json,25
201801852.json,25
201801853.json,6
201801854.json,45
201801855.json,17
201801856.json,4
201801857.json,36
201801858.json,12
201801859.json,35
201801860.json,0
201801861.json,13
201801862.json,15
201801863.json,19
201801864.json,0
201801865.json,34
201801866.json,9
201801867.json,190
201801868.json,9
201801869.json,29
201801870.json,17
201801871.json,124
201801872.json,9
201801873.json,16
201801874.json,1
201801875.json,0
201801876.json,15
201801877.json,19
201801878.json,106
201801879.json,33
201801880.json,39
201801881.json,21
201801882.json,42
201801883.json,5
201801884.json,29
201801885.json,26
201801886.json,23
201801887.json,6
201801888.json,50
201801889.json,12
201801890.json,250
201801891.json,32
201801892.json,27
201801893.json,25
201801894.json,18
201801895.json,14
201801896.json,64
201801897.json,43
201801898.json,32
201801899.json,23
201801900.json,3
201801901.json,8
201801902.json,5
201801903.json,167
201801904.json,13
201801905.json,43
201801906.json,4
201801907.json,7
201801908.json,11
201801909.json,2
201801910.json,15
201801911.json,22
201801912.json,40
201801913.json,69
201801914.json,11
201801915.json,13
201801916.json,90
201801917.json,11
201801918.json,47
201801919.json,15
201801920.json,8
201801921.json,31
201801922.json,15
201801923.json,6
201801924.json,0
201801925.json,14
201801926.json,10
201801927.json,3
201801928.json,6
201801929.json,53
201801930.json,4
201801931.json,2
201801932.json,9
201801933.json,20
201801934.json,3
201801935.json,45
201801936.json,75
201801937.json,0
201801938.json,4
201801939.json,10
201801940.json,24
201801941.json,3
201801942.json,28
201801943.json,39
201801944.json,5
201801945.json,6
201801946.json,0
201801947.json,262
201801948.json,5
201801949.json,28
201801950.json,72
201801951.json,3
201801952.json,10
201801953.json,19
201801954.json,82
201801955.json,10
201801956.json,43
201801957.json,20
201801958.json,67
201801959.json,19
201801960.json,6
201801961.json,29
201801962.json,14
201801963.json,3
201801964.json,13
201801965.json,3
201801966.json,104
201801967.json,30
201801968.json,30
201801969.json,14
201801970.json,27
201801971.json,3
201801972.json,30
201801973.json,187
201801974.json,2
201801975.json,39
201801976.json,33
201801977.json,20
201801978.json,20
201801979.json,18
201801980.json,11
201801981.json,23
201801982.json,4
201801983.json,140
201801984.json,7
201801985.json,23
201801986.json,26
201801987.json,40
201801988.json,32
201801989.json,22
201801990.json,37
201801991.json,12
201801992.json,33
201801993.json,106
201801994.json,28
201801995.json,32
201801996.json,63
201801997.json,3
201801998.json,5
201801999.json,136
201802000.json,14
201802001.json,17
201802002.json,12
201802003.json,43
201802004.json,51
201802005.json,81
201802006.json,55
201802007.json,60
201802008.json,23
201802009.json,73
201802010.json,7
201802011.json,1
201802012.json,11
201802013.json,4
201802014.json,2
201802015.json,12
201802016.json,82
201802017.json,26
201802018.json,2
201802019.json,0
201802020.json,3
201802021.json,18
201802022.json,5
201802023.json,10
201802024.json,4
201802025.json,113
201802026.json,14
201802027.json,29
201802028.json,21
201802029.json,38
201802030.json,35
201802031.json,17
201802032.json,10
201802033.json,54
201802034.json,24
201802035.json,0
201802036.json,6
201802037.json,17
201802038.json,0
201802039.json,4
201802040.json,2
201802041.json,6
201802042.json,1
201802043.json,5
201802044.json,17
201802045.json,2
201802046.json,0
201802047.json,5
201802048.json,51
201802049.json,50
201802050.json,10
201802051.json,86
201802052.json,5
201802053.json,9
201802054.json,46
201802055.json,18
201802056.json,4
201802057.json,26
201802058.json,26
201802059.json,10
201802060.json,206
201802061.json,30
201802062.json,0
201802063.json,3
201802064.json,10
201802065.json,586
201802066.json,8
201802067.json,41
201802068.json,60
201802069.json,18
201802070.json,71
201802071.json,41
201802072.json,62
201802073.json,9
201802074.json,15
201802075.json,1
201802076.json,0
201802077.json,3
201802078.json,46
201802079.json,30
201802080.json,9
201802081.json,0
201802082.json,0
201802083.json,12
201802084.json,21
201802085.json,2
201802086.json,8
201802087.json,6
201802088.json,24
201802089.json,17
201802090.json,31
201802091.json,73
201802092.json,12
201802093.json,5
201802094.json,4
201802095.json,2
201802096.json,7
201802097.json,0
201802098.json,185
201802099.json,14
201802100.json,2
201802101.json,9
201802102.json,17
201802103.json,1
201802104.json,29
201802105.json,0
201802106.json,0
201802107.json,0
201802108.json,0
201802109.json,0
201802110.json,1
201802111.json,0
201802112.json,1
201802113.json,2
201802114.json,0
201802115.json,0
201802116.json,0
201802117.json,0
201802118.json,0
201802119.json,0
201802120.json,0
201802121.json,0
201802122.json,0
201802123.json,1
201802124.json,0
201802125.json,0
201802126.json,1
201802127.json,0
201802128.json,0
201802129.json,0
201802130.json,1
201802131.json,2
201802132.json,3
201802133.json,0
201802134.json,3
201802135.json,0
201802136.json,3
201802137.json,1
201802138.json,11
201802139.json,1
201802140.json,2
201802141.json,5
201802142.json,0
201802143.json,0
201802144.json,0
201802145.json,0
201802146.json,0
201802147.json,0
201802148.json,0
201802149.json,0
201802150.json,0
201802151.json,0
201802152.json,0
201802153.json,0
201802154.json,0
201802155.json,2
201802156.json,3
201802157.json,1
201802158.json,1
201802159.json,1
201802160.json,0
201802161.json,2
201802162.json,0
201802163.json,0
201802164.json,0
201802165.json,0
201802166.json,0
201802167.json,18
201802168.json,4
201802169.json,1
201802170.json,6
201802171.json,0
201802172.json,0
201802173.json,1
201802174.json,1
201802175.json,1
201802176.json,1
201802177.json,1
201802178.json,0
201802179.json,0
201802180.json,1
201802181.json,0
201802182.json,0
201802183.json,0
201802184.json,2
201802185.json,4
201802186.json,3
201802187.json,3
201802188.json,2
201802189.json,7
201802190.json,8
201802191.json,2
201802192.json,3
201802193.json,27
201802194.json,3
201802195.json,16
201802196.json,4
201802197.json,34
201802198.json,11
201802199.json,22
201802200.json,40
201802201.json,37
201802202.json,3
201802203.json,4
201802204.json,5
201802205.json,2
201802206.json,17
201802207.json,10
201802208.json,1
201802209.json,3
201802210.json,2
201802211.json,3
201802212.json,0
201802213.json,2
201802214.json,1
201802215.json,0
201802216.json,2
201802217.json,3
201802218.json,0
201802219.json,0
201802220.json,11
201802221.json,7
201802222.json,6
201802223.json,4
201802224.json,1
201802225.json,3
201802226.json,1
201802227.json,2
201802228.json,0
201802229.json,1
201802230.json,4
201802231.json,4
201802232.json,8
201802233.json,1
201802234.json,1
201802235.json,2
201802236.json,0
201802237.json,1
201802238.json,5
201802239.json,18
201802240.json,8
201802241.json,1
201802242.json,7
201802243.json,10
201802244.json,1
201802245.json,8
201802246.json,0
201802247.json,13
201802248.json,0
201802249.json,0
201802250.json,2
201802251.json,0
201802252.json,0
201802253.json,0
201802254.json,3
201802255.json,0
201802256.json,9
201802257.json,4
201802258.json,0
201802259.json,0
201802260.json,4
201802261.json,8
201802262.json,1
201802263.json,6
201802264.json,7
201802265.json,2
201802266.json,22
201802267.json,1
201802268.json,1
201802269.json,1
201802270.json,0
201802271.json,33
201802272.json,11
201802273.json,77
201802274.json,3
201802275.json,14
201802276.json,8
201802277.json,20
201802278.json,2
201802279.json,7
201802280.json,5
201802281.json,0
201802282.json,8
201802283.json,5
201802284.json,2
201802285.json,0
201802286.json,8
201802287.json,2
201802288.json,3
201802289.json,9
201802290.json,0
201802291.json,5
201802292.json,47
201802293.json,8
201802294.json,3
201802295.json,1
201802296.json,2
201802297.json,14
201802298.json,25
201802299.json,68
201802300.json,8
201802301.json,0
201802302.json,10
201802303.json,15
201802304.json,7
201802305.json,1
201802306.json,5
201802307.json,18
201802308.json,90
201802309.json,3
201802310.json,12
201802311.json,1
201802312.json,0
201802313.json,27
201802314.json,0
201802315.json,0
201802316.json,8
201802317.json,1
201802318.json,4
201802319.json,4
201802320.json,8
201802321.json,31
201802322.json,20
201802323.json,83
201802324.json,18
201802325.json,12
201802326.json,0
201802327.json,21
201802328.json,6
201802329.json,6
201802330.json,1
201802331.json,14
201802332.json,16
201802333.json,10
201802334.json,8
201802335.json,11
201802336.json,10
201802337.json,6
201802338.json,27
201802339.json,43
201802340.json,5
201802341.json,27
201802342.json,6
201802343.json,12
201802344.json,27
201802345.json,137
201802346.json,4
201802347.json,0
201802348.json,13
201802349.json,3
201802350.json,49
201802351.json,2
201802352.json,19
201802353.json,1
201802354.json,9
201802355.json,0
201802356.json,16
201802357.json,31
201802358.json,4
201802359.json,0
201802360.json,1
201802361.json,8
201802362.json,16
201802363.json,3
201802364.json,17
201802365.json,17
201802366.json,26
201802367.json,0
201802368.json,3
201802369.json,0
201802370.json,6
201802371.json,2
201802372.json,1
201802373.json,2
201802374.json,2
201802375.json,2
201802376.json,3
201802377.json,30
201802378.json,24
201802379.json,7
201802380.json,11
201802381.json,0
201802382.json,0
201802383.json,0
201802384.json,26
201802385.json,0
201802386.json,0
201802387.json,0
201802388.json,5
201802389.json,23
201802390.json,8
201802391.json,25
201802392.json,2
201802393.json,6
201802394.json,24
201802395.json,16
201802396.json,3
201802397.json,9
201802398.json,22
201802399.json,16
201802400.json,0
201802401.json,5
201802402.json,4
201802403.json,5
201802404.json,0
201802405.json,7
201802406.json,14
201802407.json,19
201802408.json,43
201802409.json,2
201802410.json,2
201802411.json,1
201802412.json,50
201802413.json,4
201802414.json,0
201802415.json,0
201802416.json,2
201802417.json,3
201802418.json,1
201802419.json,2
201802420.json,4
201802421.json,31
201802422.json,6
201802423.json,6
201802424.json,23
201802425.json,4
201802426.json,1
201802427.json,1
201802428.json,3
201802429.json,1
201802430.json,2
201802431.json,18
201802432.json,8
201802433.json,16
201802434.json,0
201802435.json,0
201802436.json,4
201802437.json,1
201802438.json,4
201802439.json,3
201802440.json,19
201802441.json,8
201802442.json,6
201802443.json,16
201802444.json,3
201802445.json,3
201802446.json,37
201802447.json,2
201802448.json,4
201802449.json,3
201802450.json,16
201802451.json,6
201802452.json,12
201802453.json,11
201802454.json,0
201802455.json,0
201802456.json,4
201802457.json,10
201802458.json,5
201802459.json,6
201802460.json,2
201802461.json,4
201802462.json,29
201802463.json,3
201802464.json,1
201802465.json,8
201802466.json,2
201802467.json,2
201802468.json,3
201802469.json,0
201802470.json,7
201802471.json,1
201802472.json,1
201802473.json,16
201802474.json,5
201802475.json,2
201802476.json,1
201802477.json,34
201802478.json,2
201802479.json,29
201802480.json,7
201802481.json,1
201802482.json,38
201802483.json,0
201802484.json,7
201802485.json,4
201802486.json,3
201802487.json,0
201802488.json,0
201802489.json,7
201802490.json,2
201802491.json,1
201802492.json,1
201802493.json,0
201802494.json,0
201802495.json,1
201802496.json,47
201802497.json,4
201802498.json,12
201802499.json,21
201802500.json,4
201802501.json,19
201802502.json,17
201802503.json,18
201802504.json,12
201802505.json,3
201802506.json,0
201802507.json,12
201802508.json,1
201802509.json,0
201802510.json,0
201802511.json,0
201802512.json,3
201802513.json,2
201802514.json,7
201802515.json,2
201802516.json,40
201802517.json,17
201802518.json,0
201802519.json,36
201802520.json,0
201802521.json,3
201802522.json,2
201802523.json,20
201802524.json,105
201802525.json,0
201802526.json,0
201802527.json,0
201802528.json,1
201802529.json,0
201802530.json,0
201802531.json,9
201802532.json,3
201802533.json,29
201802534.json,10
201802535.json,46
201802536.json,65
201802537.json,13
201802538.json,7
201802539.json,14
201802540.json,28
201802541.json,1
201802542.json,9
201802543.json,17
201802544.json,25
201802545.json,17
201802546.json,5
201802547.json,4
201802548.json,1
201802549.json,1
201802550.json,15
201802551.json,0
201802552.json,2
201802553.json,0
201802554.json,7
201802555.json,4
201802556.json,0
201802557.json,19
201802558.json,9
201802559.json,2
201802560.json,3
201802561.json,10
201802562.json,2
201802563.json,477
201802564.json,19
201802565.json,3
201802566.json,0
201802567.json,0
201802568.json,3
201802569.json,2
201802570.json,0
201802571.json,25
201802572.json,9
201802573.json,3
201802574.json,0
201802575.json,21
201802576.json,12
201802577.json,0
201802578.json,6
201802579.json,4
201802580.json,2
201802581.json,14
201802582.json,13
201802583.json,0
201802584.json,0
201802585.json,1
201802586.json,2
201802587.json,8
201802588.json,0
201802589.json,4
201802590.json,19
201802591.json,5
201802592.json,0
201802593.json,3
201802594.json,8
201802595.json,1
201802596.json,2
201802597.json,21
201802598.json,20
201802599.json,9
201802600.json,42
201802601.json,3
201802602.json,4
201802603.json,7
201802604.json,0
201802605.json,4
201802606.json,4
201802607.json,1
201802608.json,2
201802609.json,1
201802610.json,26
201802611.json,0
201802612.json,6
201802613.json,1
201802614.json,19
201802615.json,22
201802616.json,0
201802617.json,5
201802618.json,17
201802619.json,1
201802620.json,0
201802621.json,48
201802622.json,20
201802623.json,2
201802624.json,13
201802625.json,18
201802626.json,15
201802627.json,96
201802628.json,8
201802629.json,1
201802630.json,42
201802631.json,5
201802632.json,11
201802633.json,4
201802634.json,29
201802635.json,6
201802636.json,46
201802637.json,64
201802638.json,5
201802639.json,1
201802640.json,24
201802641.json,2
201802642.json,4
201802643.json,3
201802644.json,10
201802645.json,0
201802646.json,16
201802647.json,6
201802648.json,9
201802649.json,0
201802650.json,0
201802651.json,1
201802652.json,0
201802653.json,23
201802654.json,1
201802655.json,0
201802656.json,10
201802657.json,0
201802658.json,10
201802659.json,27
201802660.json,17
201802661.json,9
201802662.json,10
201802663.json,20
201802664.json,31
201802665.json,40
201802666.json,17
201802667.json,35
201802668.json,45
201802669.json,8
201802670.json,75
201802671.json,1
201802672.json,3
201802673.json,15
201802674.json,3
201802675.json,11
201802676.json,0
201802677.json,8
201802678.json,4
201802679.json,11
201802680.json,18
201802681.json,8
201802682.json,22
201802683.json,7
201802684.json,87
201802685.json,2
201802686.json,19
201802687.json,10
201802688.json,37
201802689.json,67
201802690.json,10
201802691.json,8
201802692.json,11
201802693.json,17
201802694.json,28
201802695.json,35
201802696.json,57
201802697.json,5
201802698.json,37
201802699.json,30
201802700.json,11
201802701.json,10
201802702.json,12
201802703.json,14
201802704.json,63
201802705.json,103
201802706.json,8
201802707.json,20
201802708.json,1
201802709.json,11
201802710.json,374
201802711.json,5
201802712.json,3
201802713.json,1
201802714.json,10
201802715.json,17
201802716.json,11
201802717.json,52
201802718.json,37
201802719.json,10
201802720.json,119
201802721.json,69
201802722.json,15
201802723.json,6
201802724.json,79
201802725.json,11
201802726.json,415
201802727.json,6
201802728.json,9
201802729.json,23
201802730.json,24
201802731.json,13
201802732.json,0
201802733.json,27
201802734.json,13
201802735.json,1
201802736.json,7
201802737.json,61
201802738.json,12
201802739.json,62
201802740.json,83
201802741.json,2
201802742.json,8
201802743.json,12
201802744.json,3
201802745.json,1
201802746.json,53
201802747.json,11
201802748.json,1
201802749.json,18
201802750.json,16
201802751.json,33
201802752.json,8
201802753.json,22
201802754.json,26
201802755.json,33
201802756.json,20
201802757.json,22
201802758.json,8
201802759.json,135
201802760.json,25
201802761.json,4
201802762.json,15
201802763.json,14
201802764.json,28
201802765.json,12
201802766.json,9
201802767.json,10
201802768.json,3
201802769.json,0
201802770.json,41
201802771.json,4
201802772.json,4
201802773.json,14
201802774.json,1
201802775.json,35
201802776.json,1
201802777.json,11
201802778.json,2
201802779.json,37
201802780.json,16
201802781.json,2
201802782.json,10
201802783.json,29
201802784.json,15
201802785.json,9
201802786.json,1
201802787.json,25
201802788.json,7
201802789.json,64
201802790.json,11
201802791.json,3
